iter	RMSE
346	2.768740547
347	2.758297011
348	2.746391007
349	2.737677023
350	2.725103034
351	2.715197343
352	2.707202665
353	2.70302037
354	2.692803743
355	2.68737769
356	2.677437638
357	2.667745354
358	2.661090686
359	2.649137088
360	2.641283251
361	2.628404068
362	2.618623398
363	2.611024152
364	2.601973015
365	2.595038883
366	2.584510095
367	2.581769143
368	2.574070668
369	2.562387449
370	2.554904326
371	2.5516711
372	2.540914837
373	2.531705072
374	2.525316826
375	2.521502046
376	2.515882014
377	2.508532392
378	2.50351082
379	2.495770302
380	2.486825947
381	2.48014854
382	2.476159905
383	2.467992276
384	2.463721258
385	2.453873313
386	2.444376624
387	2.43969327
388	2.433532525
389	2.426058092
390	2.41770629
391	2.413966652
392	2.404019735
393	2.395854621
394	2.388572128
395	2.379753384
396	2.375181251
397	2.371110698
398	2.36287005
399	2.358348644
400	2.351508443
401	2.345766276
402	2.341840691
403	2.33340912
404	2.327444987
405	2.319117559
406	2.312242639
407	2.304850406
408	2.30154205
409	2.293606599
410	2.284871773
411	2.279985285
412	2.271697622
413	2.26504452
414	2.25746382
415	2.249779305
416	2.242922761
417	2.23917466
418	2.23226875
419	2.226611739
420	2.225128008
421	2.22103432
422	2.211064584
423	2.205092743
424	2.201008214
425	2.194562186
426	2.190682744
427	2.18278193
428	2.175330623
429	2.170318298
430	2.163685606
431	2.156565132
432	2.151192859
433	2.145373712
434	2.134247911
435	2.130328933
436	2.124574693
437	2.119308049
438	2.112109721
439	2.109215132
440	2.10423012
441	2.098006344
442	2.093402631
443	2.090080957
444	2.085192228
445	2.079043161
446	2.072162985
447	2.063072756
448	2.056676844
449	2.052805666
450	2.046612041
451	2.041899782
452	2.034402153
453	2.026704446
454	2.022211626
455	2.018107618
456	2.012678772
457	2.008526658
458	2.003466809
459	1.997451046
460	1.991956516
461	1.985374219
462	1.980797734
463	1.975063871
464	1.971235976
465	1.965839165
466	1.958798633
467	1.952536073
468	1.947523258
469	1.943039676
470	1.939268772
471	1.936584785
472	1.932346626
473	1.927634163
474	1.923275561
475	1.917125564
476	1.913769633
477	1.911536657
478	1.905956972
479	1.901691428
480	1.896821513
481	1.892837061
482	1.889032502
483	1.88331925
484	1.881869043
485	1.877968262
486	1.874211513
487	1.870526409
488	1.86377942
489	1.85865928
490	1.852723352
491	1.848724116
492	1.845799118
493	1.842417448
494	1.840278931
495	1.835309556
496	1.83103911
497	1.826409842
498	1.82365142
499	1.820665658
500	1.817404136
501	1.814768139
502	1.810849413
503	1.806531569
504	1.804119593
505	1.80196338
506	1.797518017
507	1.79420081
508	1.792100108
509	1.789314746
510	1.785479111
511	1.783277903
512	1.779708227
513	1.776228027
514	1.773214453
515	1.769805304
516	1.766589092
517	1.764242854
518	1.760607405
519	1.757182104
520	1.753863541
521	1.750411379
522	1.747028916
523	1.743189363
524	1.740078529
525	1.737727108
526	1.733692834
527	1.731374813
528	1.729006254
529	1.726422063
530	1.723720769
531	1.722033922
532	1.719400598
533	1.717710588
534	1.714952133
535	1.713107759
536	1.712077949
537	1.708900255
538	1.708249993
539	1.706126137
540	1.702386498
541	1.699404982
542	1.697414408
543	1.695228325
544	1.692692198
545	1.690685618
546	1.688266634
547	1.685668281
548	1.683421821
549	1.680753661
550	1.680001665
551	1.677306975
552	1.674678874
553	1.672198527
554	1.67014778
555	1.667653194
556	1.665464493
557	1.663222049
558	1.660610367
559	1.659408171
560	1.65779892
561	1.65534804
562	1.652807994
563	1.650996169
564	1.648295815
565	1.645716114
566	1.645300028
567	1.642977436
568	1.641472919
569	1.638925559
570	1.636551465
571	1.635758612
572	1.633266936
573	1.630772591
574	1.628608289
575	1.627893139
576	1.625521622
577	1.623011247
578	1.62051155
579	1.617941362
580	1.616192896
581	1.615101681
582	1.614321294
583	1.612456954
584	1.610600111
585	1.607024482
586	1.606140047
587	1.60414739
588	1.602472596
589	1.601057241
590	1.599227622
591	1.597615441
592	1.596072803
593	1.59397213
594	1.592915257
595	1.591667298
596	1.589873741
597	1.588183536
598	1.586609658
599	1.584996281
600	1.583120346
601	1.58115412
602	1.580099174
603	1.578346911
604	1.576995993
605	1.576077163
606	1.57519765
607	1.572769703
608	1.57080688
609	1.569081938
610	1.567934406
611	1.565958617
612	1.565114396
613	1.564166637
614	1.562742217
615	1.561955815
616	1.560320156
617	1.559339825
618	1.557906449
619	1.556480963
620	1.554809817
621	1.553276285
622	1.552050067
623	1.551000606
624	1.5495005
625	1.5482905
626	1.546413604
627	1.545325365
628	1.543977937
629	1.542913197
630	1.542253804
631	1.540932696
632	1.539384585
633	1.537447535
634	1.535692436
635	1.534419794
636	1.532897534
637	1.531369926
638	1.530113066
639	1.529121121
640	1.527901746
641	1.526507423
642	1.526083792
643	1.525032345
644	1.524406763
645	1.52322904
646	1.522117468
647	1.521967922
648	1.52047237
649	1.518884261
650	1.518129704
651	1.516956214
652	1.515673009
653	1.514693765
654	1.513771227
655	1.512455144
656	1.511036575
657	1.509798661
658	1.509542395
659	1.509348014
660	1.508382364
661	1.505738044
662	1.504574543
663	1.503199043
664	1.502683715
665	1.501625325
666	1.501096315
667	1.500571196
668	1.499435833
669	1.498567338
670	1.497366757
671	1.496304371
672	1.495343397
673	1.494698306
674	1.493729927
675	1.492733628
676	1.491754678
677	1.490861286
678	1.49007055
679	1.489138188
680	1.488461718
681	1.487358824
682	1.48666344
683	1.485866215
684	1.484742918
685	1.48441868
686	1.483604916
687	1.483003554
688	1.482170094
689	1.481771796
690	1.48105473
691	1.480310426
692	1.479886224
693	1.479313265
694	1.478124544
695	1.477186244
696	1.476515034
697	1.475698286
698	1.474751131
699	1.473320224
700	1.472752096
701	1.472307755
702	1.471729831
703	1.470915635
704	1.470371845
705	1.469714776
706	1.468998751
707	1.46838554
708	1.467650981
709	1.466859865
710	1.466193447
711	1.465772851
712	1.465044017
713	1.464392232
714	1.463646994
715	1.463270125
716	1.462615559
717	1.462331767
718	1.462263872
719	1.46165626
720	1.461102165
721	1.460323921
722	1.45956015
723	1.459514386
724	1.459027455
725	1.458531662
726	1.457944307
727	1.45719967
728	1.456535298
729	1.455896079
730	1.455360272
731	1.453453964
732	1.45300679
733	1.452264076
734	1.451934084
735	1.451282597
736	1.450944445
737	1.450356691
738	1.449781833
739	1.449333905
740	1.448808498
741	1.44819141
742	1.44763206
743	1.44725179
744	1.446677077
745	1.446114115
746	1.445561706
747	1.445085893
748	1.444605097
749	1.444161174
750	1.443676924
751	1.443219978
752	1.443024958
753	1.442371299
754	1.441948325
755	1.441556287
756	1.441107457
757	1.440554196
758	1.439620552
759	1.439122945
760	1.438817638
761	1.43843869
762	1.438065026
763	1.43757664
764	1.437153993
765	1.43662956
766	1.436258038
767	1.435882724
768	1.435428244
769	1.435001782
770	1.434345565
771	1.433852155
772	1.433578135
773	1.433267382
774	1.432794044
775	1.432363165
776	1.432089899
777	1.431590125
778	1.431145771
779	1.430909816
780	1.430449373
781	1.430085279
782	1.429971151
783	1.429585822
784	1.429147715
785	1.428691966
786	1.428442894
787	1.428092121
788	1.427843138
789	1.427322253
790	1.426949015
791	1.42662977
792	1.426403296
793	1.426063507
794	1.425775035
795	1.425489459
796	1.425239808
797	1.42484079
798	1.424564589
799	1.424360981
800	1.424042868
801	1.423728253
802	1.423332048
803	1.42313425
804	1.422737953
805	1.422490117
806	1.422180794
807	1.421882139
808	1.421584101
809	1.421260025
810	1.421127421
811	1.420954043
812	1.420667984
813	1.42040186
814	1.420210042
815	1.420086605
816	1.419716857
817	1.419441907
818	1.419193671
819	1.418870344
820	1.418632567
821	1.418329685
822	1.418080707
823	1.417983468
824	1.417840875
825	1.417562254
826	1.417307913
827	1.417012068
828	1.416742813
829	1.416452802
830	1.416353212
831	1.416195107
832	1.416036417
833	1.415789378
834	1.415558142
835	1.415287909
836	1.414935286
837	1.414665281
838	1.41441829
839	1.414148998
840	1.41391227
841	1.413685085
842	1.413389172
843	1.413088145
844	1.412883697
845	1.412676984
846	1.412552653
847	1.412354918
848	1.412266081
849	1.412082358
850	1.41178848
851	1.411661655
852	1.4113064
853	1.411144365
854	1.411098032
855	1.410866458
856	1.41068557
857	1.410612817
858	1.410433375
859	1.410266453
860	1.41011918
861	1.409881944
862	1.409731725
863	1.409555834
864	1.409346051
865	1.409197936
866	1.409093296
867	1.408917089
868	1.408854265
869	1.408628537
870	1.40844726
871	1.408288817
872	1.408093093
873	1.407921353
874	1.407817947
875	1.407622829
876	1.407472965
877	1.407356636
878	1.407262516
879	1.407138579
880	1.406954346
881	1.406893688
882	1.406808342
883	1.4067784
884	1.406673328
885	1.406634621
886	1.406457709
887	1.406415618
888	1.4063276
889	1.406171108
890	1.40607215
891	1.405885174
892	1.405734125
893	1.405594931
894	1.405424082
895	1.405287504
896	1.405200685
897	1.405031194
898	1.404938443
899	1.404830544
900	1.404644496
901	1.404567632
902	1.40450362
903	1.404361615
904	1.404197499
905	1.404091635
906	1.404053516
907	1.403977981
908	1.403835257
909	1.403707315
910	1.403609686
911	1.403458233
912	1.403313323
913	1.403139413
914	1.403025125
915	1.402872303
916	1.402756573
917	1.402677614
918	1.402584075
919	1.402509817
920	1.402343371
921	1.402190874
922	1.402028163
923	1.401933798
924	1.40192479
925	1.401860738
926	1.401795346
927	1.401535195
928	1.40138852
929	1.401332723
930	1.401211208
931	1.40108621
932	1.401023141
933	1.400904458
934	1.40079086
935	1.400721427
936	1.400639579
937	1.400581887
938	1.400450366
939	1.400396003
940	1.400194892
941	1.400119021
942	1.400001581
943	1.399954324
944	1.399823985
945	1.399726693
946	1.399589986
947	1.399497443
948	1.399353348
949	1.399193135
950	1.399084583
951	1.398951355
952	1.398911096
953	1.398901457
954	1.398791875
955	1.398702981
956	1.398644597
957	1.398521637
958	1.398436712
959	1.398390675
960	1.398336259
961	1.398240394
962	1.39817215
963	1.398092571
964	1.397979399
965	1.397856721
966	1.39771794
967	1.397606703
968	1.397468495
969	1.397388725
970	1.397354556
971	1.397301182
972	1.39723177
973	1.39713152
974	1.397048392
975	1.396962983
976	1.396870132
977	1.396768324
978	1.396675505
979	1.396586572
980	1.39651511
981	1.396427967
982	1.396335751
983	1.39626262
984	1.396185748
985	1.396140682
986	1.396072267
987	1.395991876
988	1.395909203
989	1.395817712
990	1.395795175
991	1.395712325
992	1.395697696
993	1.395683655
994	1.395583398
995	1.395519646
996	1.395454851
997	1.39538695
998	1.395326124
999	1.395267001
