iter	RMSE
142	2362740.059
143	2360914.046
144	2359510.431
145	2357928.965
146	2355894.875
147	2355501.219
148	2352286.792
149	2350518.813
150	2346688.965
151	2345011.438
152	2342723.845
153	2340432.798
154	2336777.609
155	2331895.144
156	2329006.187
157	2327480.042
158	2324996.75
159	2323416.042
160	2318520.441
161	2315428.062
162	2313970.599
163	2312135.995
164	2309992.207
165	2308276.145
166	2306402.636
167	2305497.348
168	2302636.432
169	2299055.86
170	2295614.316
171	2292393.231
172	2290577.604
173	2288264.697
174	2286519.914
175	2285363.3
176	2283175.309
177	2279838.821
178	2278689.919
179	2276393.38
180	2275377.847
181	2273767.007
182	2271859.345
183	2270203.623
184	2267262.702
185	2265806.046
186	2263424.02
187	2261891.786
188	2261629.539
189	2259894.833
190	2257441.451
191	2255633.224
192	2252748.225
193	2251060.073
194	2249362.384
195	2248028.515
196	2246790.819
197	2244395.061
198	2242605.96
199	2240523.335
200	2238382.073
201	2235863.578
202	2234690.728
203	2232748.025
204	2230694.693
205	2229395.993
206	2227917.172
207	2226678.28
208	2225700.578
209	2224278.33
210	2223101.257
211	2218843.059
212	2218462.948
213	2216337.438
214	2214283.953
215	2211300.525
216	2209411.346
217	2207949.6
218	2206708.858
219	2204543.075
220	2202482.053
221	2199866.313
222	2198157.939
223	2197774.955
224	2196847.229
225	2195191.729
226	2193063.595
227	2189640.126
228	2188324.971
229	2186047.163
230	2184757.724
231	2183795.997
232	2181853.002
233	2180765.104
234	2179340.88
235	2178043.157
236	2176962.511
237	2175836.536
238	2174159.269
239	2171905.888
240	2170633.609
241	2169442.566
242	2165520.946
243	2164310.901
244	2162790.864
245	2160762.831
246	2159919.591
247	2158545.29
248	2156849.455
249	2154791.078
250	2153728.161
251	2152267.235
252	2150738.661
253	2149405.865
254	2147729.631
255	2146818.51
256	2144070.66
257	2142965.142
258	2142796.407
259	2141031.159
260	2140319.356
261	2138818.222
262	2137233.651
263	2136143.035
264	2133375.604
265	2131919.281
266	2130990.032
267	2128735.995
268	2127860.84
269	2126571.729
270	2125452.488
271	2123754.096
272	2122567.707
273	2120902.951
274	2120001.308
275	2118480.376
276	2116604.476
277	2114680.046
278	2113659.525
279	2111642.348
280	2110564.726
281	2108657.775
282	2107579.446
283	2107416.714
284	2106288.649
285	2104303.87
286	2103362.329
287	2102213.51
288	2099935.949
289	2098463.116
290	2096839.071
291	2095235.931
292	2094224.01
293	2092914.223
294	2091042.88
295	2090413.236
296	2088225.325
297	2087844.102
298	2086728.197
299	2083428.659
300	2082428.025
301	2080446.77
302	2079384.271
303	2077496.545
304	2076380.768
305	2075009.002
306	2073951.712
307	2071917.592
308	2070922.542
309	2069283.566
310	2068256.699
311	2067406.162
312	2066544.535
313	2065756.65
314	2064121.947
315	2063210.845
316	2060832.924
317	2059901.938
318	2058547.377
319	2057255.445
320	2056098.554
321	2055478.823
322	2054483.75
323	2053454.01
324	2052531.118
325	2050725.114
326	2049509.737
327	2047825.305
328	2046069.804
329	2045502.742
330	2044479.281
331	2043181.423
332	2042441.063
333	2040960.633
334	2040089.96
335	2038751.104
336	2037833.701
337	2036771.286
338	2035719.575
339	2034577.467
340	2033998.53
341	2032065.551
342	2030009.37
343	2028737.818
344	2028514.775
345	2027483.491
346	2025882.098
347	2025079.157
348	2022847.005
349	2022641.272
350	2021565.253
351	2020352.114
352	2020026.237
353	2019367.447
354	2017397.118
355	2016553.709
356	2015102.919
357	2013350.614
358	2013269.211
359	2012445.402
360	2010847.911
361	2009221.583
362	2007790.638
363	2006398.905
364	2005439.256
365	2003445.413
366	2002491.569
367	2001865.347
368	2000406.876
369	1998061.431
370	1996641.85
371	1995931.993
372	1993976.768
373	1992464.076
374	1990954.895
375	1990117.127
376	1988465.248
377	1986834.464
378	1985411.74
379	1984881.369
380	1983844.701
381	1982861.729
382	1981822.663
383	1980511.378
384	1979375.406
385	1978431.677
386	1977643.929
387	1976157.371
388	1975361.454
389	1974284.408
390	1973394.024
391	1972577.778
392	1971371.372
393	1970286.248
394	1969211.011
395	1967518.38
396	1966233.889
397	1964779.753
398	1963930.69
399	1963413.394
400	1961797.712
401	1960356.846
402	1960175.513
403	1959381.032
404	1958247.744
405	1956469.42
406	1955160.51
407	1954206.036
408	1952964.693
409	1952249.455
410	1950801.562
411	1950578.639
412	1950118.099
413	1949392.472
414	1947824.172
415	1947002.422
416	1945910.03
417	1944254.589
418	1942634.888
419	1942123.633
420	1941826.661
421	1941273.155
422	1940233.427
423	1938855.52
424	1937114.67
425	1936453.659
426	1934741.293
427	1933333.778
428	1932036.026
429	1931061.739
430	1930401.586
431	1929470.043
432	1929379.644
433	1928690.491
434	1928571.441
435	1926739.704
436	1925998.259
437	1925304.383
438	1924276.383
439	1922687.794
440	1921680.315
441	1921027.512
442	1919198.345
443	1918323.028
444	1917248.164
445	1916921.587
446	1915702.738
447	1914496.625
448	1913943.748
449	1912119.191
450	1911050.071
451	1910120.19
452	1909062.187
453	1907350.499
454	1906611.193
455	1905519.655
456	1904821.72
457	1903996.026
458	1903554.364
459	1902734.675
460	1901253.979
461	1900599.285
462	1898724.175
463	1898268.209
464	1897361.072
465	1896346.991
466	1895384.729
467	1893967.7
468	1893111.178
469	1891856.801
470	1890906.888
471	1889881.13
472	1887984.365
473	1887233.521
474	1886128.641
475	1884940.523
476	1883883.581
477	1882780.12
478	1881742.384
479	1880566.106
480	1879861.501
481	1878834.787
482	1877703.692
483	1876432.369
484	1875122.235
485	1874033.797
486	1872972.279
487	1871625.042
488	1870079.667
489	1869209.217
490	1868025.483
491	1867699.314
492	1866195.576
493	1865447.233
494	1863989.633
495	1863322.845
496	1862673.1
497	1861917.571
498	1861389.013
499	1859538.664
500	1858275.977
501	1857251.592
502	1856776.102
503	1856145.727
504	1855530.04
505	1854562.665
506	1854082.889
507	1853009.511
508	1852314.423
509	1851208.583
510	1850043.614
511	1848910.899
512	1848143.232
513	1847091.925
514	1846085.436
515	1845609.171
516	1844897.992
517	1843893.69
518	1843415.508
519	1842472.258
520	1840897.611
521	1840107.802
522	1839300.035
523	1838220.526
524	1836940.634
525	1836210.423
526	1834749.622
527	1833701.601
528	1832681.109
529	1831922.703
530	1831347.679
531	1830631.291
532	1829508.961
533	1828435.685
534	1827904.756
535	1826814.354
536	1825904.649
537	1824896.879
538	1824346.904
539	1823498.981
540	1822724.867
541	1820846.39
542	1819588.828
543	1818374.656
544	1817630.281
545	1815965.639
546	1815365
547	1814660.36
548	1813604.102
549	1812415.082
550	1811995.57
551	1811095.345
552	1810122.406
553	1809117.122
554	1808530.283
555	1808089.372
556	1806960.364
557	1806893.308
558	1806048.03
559	1804834.773
560	1803273.601
561	1802036.921
562	1800643.837
563	1799831.505
564	1798905.03
565	1798253.78
566	1797228.045
567	1796408.032
568	1795288.177
569	1794824.292
570	1794097.093
571	1794054.5
572	1793203.451
573	1792125.866
574	1791278.261
575	1790203.075
576	1789829.148
577	1788604.985
578	1787793.178
579	1786095.697
580	1784746.065
581	1784554.477
582	1783679.682
583	1782279.912
584	1781169.638
585	1780329.7
586	1779018.765
587	1777997.775
588	1777110.595
589	1776173.161
590	1775259.131
591	1774393.009
592	1773674.355
593	1772656.77
594	1771796.384
595	1771184.457
596	1770708.703
597	1769784.686
598	1768937.618
599	1767944.691
600	1766864.335
601	1766155.829
602	1765056.443
603	1764227.209
604	1763027.664
605	1762108.568
606	1761196.57
607	1760100.819
608	1758955.94
609	1758380.158
610	1757313.607
611	1756490.326
612	1756176.358
613	1755378.497
614	1754219.054
615	1753023.578
616	1751424.932
617	1750834.19
618	1750167.013
619	1749583.403
620	1749016.545
621	1748932.703
622	1748106.479
623	1747208.501
624	1746205.753
625	1744872.566
626	1743901.544
627	1742488.588
628	1741250.811
629	1740484.726
630	1739733.319
631	1739024.38
632	1737739.564
633	1737246.276
634	1736244.893
635	1735111.427
636	1733878.572
637	1733614.021
638	1732778.02
639	1732134.984
640	1732094.205
641	1731071.159
642	1729963.598
643	1729635.676
644	1729152.761
645	1727846.399
646	1727045.97
647	1726545.771
648	1725857.195
649	1725284.731
650	1723865.786
651	1722978.237
652	1722011.985
653	1720948.81
654	1719742.114
655	1719025.599
656	1718861.462
657	1717354.238
658	1716075.5
659	1714489
660	1713584.957
661	1712723.348
662	1711876.819
663	1711251.413
664	1710364.605
665	1709806.862
666	1709014.44
667	1708188.485
668	1706984.927
669	1706052.325
670	1704848.226
671	1704180.657
672	1703922.446
673	1703059.129
674	1702175.599
675	1701330.412
676	1700258.195
677	1699599.185
678	1698834.088
679	1697687.375
680	1697146.767
681	1696570.186
682	1695828.068
683	1695333.812
684	1694644.085
685	1693786.024
686	1693621.011
687	1692779.602
688	1691703.259
689	1690942.518
690	1690185.331
691	1689405.12
692	1688589.337
693	1687802.754
694	1686715.302
695	1685892.655
696	1685473.057
697	1684533.395
698	1683410.926
699	1682735.888
700	1682004.637
701	1681235.822
702	1680040.216
703	1678722.02
704	1677792.45
705	1676880.624
706	1676123.983
707	1675426.465
708	1674797.582
709	1673962.37
710	1673247.946
711	1672358.011
712	1671477.637
713	1670651.12
714	1670148.981
715	1668827.55
716	1667655.854
717	1667569.547
718	1666925.602
719	1665898.373
720	1664896.099
721	1663833.859
722	1663227.14
723	1662606.792
724	1662054.779
725	1661659.315
726	1660742.468
727	1659811.86
728	1658929.391
729	1657968.749
730	1656734.884
731	1655584.329
732	1654768.911
733	1654327.876
734	1653719.255
735	1653107.817
736	1652374.172
737	1651630.468
738	1650532.1
739	1649369.503
740	1648585.951
741	1648064.215
742	1647480.569
743	1646995.976
744	1646685.07
745	1646107.855
746	1645330.55
747	1645222.461
748	1645080.381
749	1644466.183
750	1643014.747
751	1642519.039
752	1641194.398
753	1640913.725
754	1640136.122
755	1639652.297
756	1639151.381
757	1638279.955
758	1637510.185
759	1637104.392
760	1636423.761
761	1635597.423
762	1635033.333
763	1634386.771
764	1633286.088
765	1632901.681
766	1632276.478
767	1631283.488
768	1630782.085
769	1629980.884
770	1629558.966
771	1628611.19
772	1628049.86
773	1627379.265
774	1626265.041
775	1625196.667
776	1624354.646
777	1623812.294
778	1623043.077
779	1622635.665
780	1622475.815
781	1621645.437
782	1621020.005
783	1620574.569
784	1620039.708
785	1619428.617
786	1619045.224
787	1618101.857
788	1616751.35
789	1616090.307
790	1615317.83
791	1614266.703
792	1613291.093
793	1612673.33
794	1612102.02
795	1611887.275
796	1610862.527
797	1610177.457
798	1609493.316
799	1609242.793
800	1608735.83
801	1608158.903
802	1607592.469
803	1607338.151
804	1606716.814
805	1605902.929
806	1604989.716
807	1604629.269
808	1603888.051
809	1602863.953
810	1602015.356
811	1601569.551
812	1601075.602
813	1600330.446
814	1599467.782
815	1598299.239
816	1596609.239
817	1596004.78
818	1595206.858
819	1594468.258
820	1593616.963
821	1592731.695
822	1591834.581
823	1591279.781
824	1590370.575
825	1589398.049
826	1588797.366
827	1588038.286
828	1587524.701
829	1586473.488
830	1585601.769
831	1585316.463
832	1584889.038
833	1584846.01
834	1584100.792
835	1583244.551
836	1582722.494
837	1581837.459
838	1581192.951
839	1580558.061
840	1579731.942
841	1579384.942
842	1578603.824
843	1577893.151
844	1577349.441
845	1576625.251
846	1575609.587
847	1574490.227
848	1573995.995
849	1573254.164
850	1572642.765
851	1572127.127
852	1571420.621
853	1570614.05
854	1570231.091
855	1569967
856	1569398.624
857	1568764.115
858	1568738.207
859	1567803.593
860	1567196.172
861	1567003.366
862	1566326.491
863	1565735.12
864	1564534.05
865	1564025.038
866	1563154.461
867	1562590.674
868	1561648.91
869	1561152.99
870	1560445.783
871	1559877.778
872	1559171.893
873	1558630.145
874	1558063.565
875	1557277.098
876	1556798.008
877	1556221.69
878	1555514.187
879	1554806.867
880	1554284.777
881	1553613.129
882	1552947.863
883	1552124.512
884	1551354.682
885	1551124.552
886	1550137.323
887	1549124.972
888	1548582.618
889	1548253.85
890	1547470.744
891	1547109.783
892	1546777.961
893	1545820.309
894	1545148.99
895	1544437.358
896	1543857.595
897	1542821.157
898	1542785.067
899	1542364.826
900	1541994.786
901	1541076.879
902	1540463.661
903	1539540.393
904	1538792.603
905	1537797.738
906	1537148.388
907	1536477.945
908	1535735.567
909	1535042.337
910	1534358.468
911	1534124.636
912	1532877.556
913	1532122.659
914	1531452.886
915	1530871.672
916	1529965.594
917	1528914.135
918	1528209.501
919	1527605.502
920	1527052.173
921	1526234.303
922	1525415.007
923	1524866.745
924	1524238.113
925	1523786.923
926	1523337.026
927	1522958.007
928	1522439.682
929	1521988.134
930	1521098.552
931	1520703.609
932	1520437.146
933	1519963.046
934	1519488.987
935	1518853.493
936	1518419.958
937	1517828.649
938	1517509.335
939	1516963.111
940	1516562.225
941	1515898.707
942	1515132.368
943	1514523.185
944	1514019.129
945	1513961.782
946	1513502.625
947	1512767.157
948	1512436.59
949	1512118.417
950	1511578.725
951	1510763.676
952	1510313.362
953	1509402.197
954	1508974.653
955	1508848.163
956	1508363.141
957	1508110.161
958	1507352.561
959	1506558.048
960	1506519.007
961	1505891.511
962	1505288.27
963	1504319.915
964	1503592.613
965	1502688.796
966	1502338.07
967	1501850.469
968	1501539.158
969	1501448.023
970	1500621.155
971	1500164.417
972	1499902.31
973	1499431.653
974	1498393.902
975	1498073.705
976	1497516.309
977	1497154.077
978	1496520.506
979	1496003.961
980	1495148.754
981	1494534.315
982	1493777.792
983	1493367.363
984	1492884.329
985	1492275.682
986	1491494.186
987	1490806.447
988	1490266.114
989	1489635.496
990	1489336.373
991	1488719.337
992	1488102.417
993	1487490.913
994	1486555.388
995	1486119.875
996	1485573.75
997	1485010.052
998	1484714.667
999	1483935.173
